listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6735720,Beautiful Apartment in Stockbridge,35275142,Annie,Stockbridge,55.96000113,-3.206830901,Entire home/apt,119,4,03/12/2017,1.94,1,337
6736095,Beautiful City Centre Apartment,15972454,Alexandra,New Town East and Gayfield,55.95777411,-3.189081142,Entire home/apt,130,2,06/10/2018,0.27,2,289
6737079,"Sleeps 3, close to city centre. Lots of busses.",19634717,Evy,Comely Bank,55.96515069,-3.230534941,Private room,50,1,11/11/2018,6.06,1,316
6740464,Central flat,33099423,Paloma,Tollcross,55.94164521,-3.203645385,Entire home/apt,83,5,17/08/2018,0.05,2,0
6743083,Double room with double bed,35307909,Stewart,Colinton Mains and Firrhill,55.90784996,-3.232531499,Private room,100,2,,,1,180
6746980,Spacious two bedroom flat in Central Edinburgh,35324883,Michelle,"Old Town, Princes Street and Leith Street",55.95742965,-3.188900073,Entire home/apt,60,3,20/07/2018,0.57,1,46
6747651,Central cousy room for rent in a lovely villa,17516899,Simona,Meadowbank and Abbeyhill North,55.9578748,-3.150773054,Private room,80,2,16/04/2017,0.05,2,361
6747826,Beautiful 3bed in Edinburgh's Historic New Town,20559277,Sheila,Canonmills and New Town North,55.95966944,-3.201364335,Entire home/apt,150,7,01/09/2018,0.28,1,0
6759216,Boutique B&B in the heart of the New Town,35386835,Caroline,Canonmills and New Town North,55.95801158,-3.201298053,Private room,74,1,01/11/2018,4.78,1,247
6759635,3 Bed Brunstfield Tenement,35388623,Will Hugh,Bruntsfield,55.93789909,-3.209798538,Entire home/apt,200,6,21/08/2016,0.04,1,365
6764171,"Sunny, spacious 2 bed flat",6464683,Mona,Comely Bank,55.9591442,-3.220033225,Entire home/apt,110,5,24/08/2015,0.05,1,0
6768941,Quirky bright private room with double loft bed,4532397,Gwen,Deans Village,55.94557092,-3.217661929,Private room,40,2,11/11/2018,7.54,1,28
6770807,Cozy room in family home for rent.,35450231,Jackie,Granton and Royston Mains,55.97414943,-3.238583284,Private room,55,1,20/08/2017,0.17,2,276
6782334,Festival Flat to rent in central Edinburgh,23587290,Fraser,Stockbridge,55.96105616,-3.205539548,Entire home/apt,200,2,27/08/2017,0.44,1,0
6791354,Apartment Near Holyrood Palace/Park,35551795,Cheryl,Abbeyhill,55.9543308,-3.171130682,Entire home/apt,85,2,28/10/2018,2.75,1,289
6792510,Spacious flat in central Edinburgh,2681400,Caroline,New Town East and Gayfield,55.95845449,-3.19012159,Entire home/apt,100,2,03/11/2015,0.1,1,0
6793048,Edinburgh City flat with parking space,35559171,Alexander,Gorgie East,55.9364588,-3.231482742,Entire home/apt,65,3,11/11/2018,2.71,1,105
6793122,Beautiful Victorian Apartment,35559709,Kim,Stockbridge,55.95801579,-3.213982713,Private room,160,3,31/08/2015,0.08,1,364
6795988,A first floor flat,35572570,John,Leith (Hermitage and Prospect Bank),55.96546548,-3.16133107,Entire home/apt,80,2,31/08/2017,1.14,1,0
6798472,The Fettes Residence,4723592,Joe,"Craigleith, Orchard Brae and Crewe Toll",55.9663949,-3.231008867,Entire home/apt,157,3,04/07/2017,0.5,1,108
6799030,"Dicksonfield, 2 bed, City Centre,",35588726,Rebecca,Hillside and Calton Hill,55.96072689,-3.178343473,Entire home/apt,120,1,,,1,0
6802155,City apartment with parking,34192213,Sam,Broughton South,55.96216934,-3.18658353,Entire home/apt,100,3,,,1,0
6805000,"Large room in Edinburgh, Leith.",35622586,Katherine,Leith (Hermitage and Prospect Bank),55.96706522,-3.154819705,Private room,40,4,16/07/2017,1,3,223
6805277,Double Room for rent city center,35624282,Taya,New Town East and Gayfield,55.95823092,-3.189990671,Private room,55,18,02/09/2016,0.64,1,0
6809357,Lovely modern 2 bed apartment,35645843,Mandi,Willowbrae and Duddingston Village,55.95396401,-3.151649198,Entire home/apt,82,2,09/09/2018,1.31,2,5
6815707,Edinburgh flat to rent (sleeps 4-6),35687906,James,The Shore and Constitution Street,55.97573981,-3.174636251,Entire home/apt,175,5,11/08/2015,0.03,1,0
6820068,Clean and Central 2 Bedroom Apartment,35714172,Zeeshan,Hillside and Calton Hill,55.95962472,-3.172340485,Entire home/apt,95,2,28/08/2017,1.08,1,0
6820270,Lovely room close to city centre,1469696,Susannah,North Leith and Newhaven,55.980446,-3.195154502,Private room,65,2,01/09/2016,0.39,1,0
6821506,Lovely Georgian flat in city centre,35220135,Fiona,Hillside and Calton Hill,55.95953081,-3.179601769,Private room,53,1,10/11/2018,2.06,2,249
6822143,"Luxury, Large, Perfect for 4, Holiday Apartment",33065283,Ather,"Craigleith, Orchard Brae and Crewe Toll",55.95418003,-3.229676079,Entire home/apt,249,15,,,2,25
6825072,Two bedroom apartment with terrace,25939469,Marian,The Shore and Constitution Street,55.97828258,-3.171223798,Entire home/apt,100,5,,,1,0
6825382,2 Bedroom Apartment- Bruntsfield,35752435,James,Bruntsfield,55.93819065,-3.2097657,Entire home/apt,104,2,19/08/2017,0.25,2,0
6826525,Charming City Centre Apartment,35758492,Christina,Deans Village,55.95307521,-3.218794998,Entire home/apt,50,2,20/09/2018,1.55,1,0
6827363,Popular Double Room,7895838,Colin /Sheena,Colinton and Kingsknowe,55.91674423,-3.26161007,Private room,60,1,09/09/2018,0.61,1,39
6827524,"Large bright room,city centre flat",32205813,Polly,New Town East and Gayfield,55.95987509,-3.183384207,Private room,55,2,26/08/2018,1.04,1,0
6828408,"Chic Apartment, Centre of Edinburgh",13209575,Donna,Canonmills and New Town North,55.95904407,-3.198895298,Entire home/apt,95,4,13/08/2018,0.63,3,284
6828644,Lovely twin room with private bathroom,35379235,Galina,Fernieside and Moredun South,55.91333359,-3.134106884,Private room,29,1,04/03/2018,5.44,2,83
6828706,Superb Traditional 2 Bedroom Flat,32318900,Andrew,Murrayfield and Ravelston,55.94644386,-3.23645132,Entire home/apt,130,2,11/11/2018,2.88,1,104
6830068,Bright & cosy room near Haymarket,35779926,Giulia,Polwarth,55.93959547,-3.226760275,Private room,100,3,,,1,0
6830555,The Bruntsfield Snug.,14369466,Gabriella,Bruntsfield,55.9377416,-3.208631127,Entire home/apt,60,1,11/11/2018,7.32,1,321
6830707,quiet and cosy double room,31612266,Florence,Leith (Albert Street),55.96415881,-3.176152361,Private room,36,1,11/11/2018,2.38,2,359
6834509,4 bedroom City Centre flat,35220135,Fiona,Hillside and Calton Hill,55.95884482,-3.17974915,Entire home/apt,250,7,13/08/2018,0.34,2,347
6840694,Penthouse Flat Near to Princes St. & Haymarket,35846890,Natalie,Gorgie West,55.93637249,-3.236997857,Entire home/apt,500,1,20/08/2018,1.15,1,0
6844088,Perfect festival spot,34086950,Przemyslaw,The Shore and Constitution Street,55.97528771,-3.17285214,Shared room,24,1,31/07/2018,2.93,1,262
6844675,Elegant flat close to all amenities,35865895,Michael,South Leith,55.96688821,-3.171252571,Entire home/apt,75,3,12/11/2018,0.7,1,51
6849183,Seaside City break - triple room,35889488,Shelagh,Joppa,55.94552157,-3.09631067,Private room,52,2,27/09/2018,1.89,1,73
6850189,"Lovely home, 15 mins to city centre",35892484,Lyndsay,Currie West,55.89807572,-3.317153956,Entire home/apt,100,7,,,1,0
6851184,Unique Apartment just off Royal Mile,3642515,Ellie,"Old Town, Princes Street and Leith Street",55.95105044,-3.188138111,Entire home/apt,140,5,26/08/2018,0.91,1,5
6854273,"Central Double Room, Old Town",35833692,Natalie,Meadows and Southside,55.94359344,-3.184768539,Private room,38,1,02/07/2017,2.05,1,0
6855536,Cosy near centre Edinburgh apartment with Netflix!,3383535,Mario,Easter Road and Hawkhill Avenue,55.96046036,-3.170558226,Entire home/apt,44,1,11/11/2018,5.42,5,15
6856508,3 bed Old Town Apartment,35932136,Caroline,"Old Town, Princes Street and Leith Street",55.94958272,-3.186213638,Entire home/apt,136,2,04/11/2018,2.75,4,88
6857260,Beautiful apartment in Old Town,35932136,Caroline,"Old Town, Princes Street and Leith Street",55.94807222,-3.187463292,Entire home/apt,100,2,30/10/2018,2.64,4,112
6857638,Spacious Duplex apartment Old Town,35932136,Caroline,"Old Town, Princes Street and Leith Street",55.94715261,-3.186769038,Entire home/apt,80,2,03/11/2018,3.27,4,104
6859144,DOUBLE ROOM 20 MINUTES FROM CITY,733279,Margaret,East Craigs North,55.95481681,-3.299727114,Private room,25,7,03/09/2017,0.1,2,364
6859279,Gorgeous Central Sunny 2 bed Flat. Wifi. Sleeps 4,29550987,Pauline,Comely Bank,55.95890168,-3.22008876,Entire home/apt,69,2,12/11/2018,4.13,1,188
6859576,SINGLE ROOM 20 MINUTES FROM CITY,733279,Margaret,East Craigs North,55.95479655,-3.29933593,Private room,20,7,01/09/2018,0.76,2,89
6859989,"Private Room and bathroom, Georgian Garden Flat",35948032,Jer,Stockbridge,55.961446,-3.208681233,Private room,45,2,11/11/2018,1.85,1,65
6860888,Castle View Apartment by SQUAREproperty,22597535,"Filip & Agnieszka, SQUARE Property",Tollcross,55.94764352,-3.202201726,Entire home/apt,80,2,21/10/2018,0.46,11,92
6863474,Right in the heart of the city,10895759,Elyssa,"Canongate, Southside and Dumbiedykes",55.94408819,-3.181188272,Private room,39,4,01/10/2018,1.16,1,0
6871998,Elegant Georgian 2 bedroom gdn flat,7169447,Emma,Stockbridge,55.95692196,-3.210604915,Entire home/apt,140,2,04/11/2018,2.86,2,244
6873354,Lovely central double bedroom,36021031,Diána,Meadows and Southside,55.94130784,-3.202329305,Private room,45,1,27/07/2015,0.1,1,0
6878600,Room with sea view,29286457,Karin,Joppa,55.94967737,-3.10537403,Private room,60,1,21/10/2018,1.46,6,364
6880068,Family Room with Sea View,29286457,Karin,Joppa,55.95007903,-3.103884253,Private room,120,1,17/08/2018,0.48,6,365
6884177,Deluxe King Bedroom Louis XIV,27115673,Gill,Corstorphine,55.94140389,-3.268300746,Private room,43,1,09/11/2018,10.21,2,137
6889362,Modern 1 bed flat,36103509,Cataldo,Easter Road and Hawkhill Avenue,55.96123179,-3.163206354,Entire home/apt,50,1,07/11/2018,4.54,1,110
6889774,Festival Penthouse - Slateford,36105308,Scott,Gorgie West,55.93518327,-3.235083635,Entire home/apt,100,2,09/09/2015,0.1,1,0
6890415,"Bright & Welcoming flat, The Shore Area, Leith",36108216,Debbie,The Shore and Constitution Street,55.97470416,-3.163313619,Entire home/apt,95,1,08/11/2018,3.21,1,340
6890850,Cozy ensuit Double room at Appin St,36109186,Brendah,Slateford and Chesser,55.92990771,-3.238009985,Private room,30,1,18/08/2018,1,2,304
6891293,Double room in Edinburgh,35966985,Anna,Craigmillar,55.93016138,-3.135582491,Private room,30,2,11/11/2018,1.06,1,281
6891919,Cenral St Andrew's Scotland,33629529,Linda,"Old Town, Princes Street and Leith Street",55.94966049,-3.192670935,Entire home/apt,540,1,,,1,0
6892119,Princes Street only 1 mile away,34993717,Jeffrey,Comely Bank,55.95649992,-3.223975205,Entire home/apt,120,7,20/08/2015,0.05,2,0
6892342,"Colourful room,central,castle view",35940048,Lynn,Marchmont West,55.93659206,-3.196030224,Private room,45,2,27/09/2018,0.98,2,78
6892834,Stylish room 15 mins to city centre,36119023,Lesley & Colin,Northfield and Piershill,55.95171732,-3.139902927,Private room,35,2,11/11/2018,2.89,1,107
6896571,2nd LARGE DOUBLE WITH SUPERB VIEWS,3644115,Iain,Broughton North and Powderhall,55.96249388,-3.192496643,Private room,75,2,29/08/2015,0.13,4,0
6898255,Single bedroom in a Cosy House,36147041,Anna & Kamil,Liberton West and Braid Hills,55.92103648,-3.162278872,Private room,44,1,28/05/2018,0.15,1,287
6898673,"Central, comfortable 1BD Apartment",35892569,Rachel,Dalry and Fountainbridge,55.94318812,-3.219646816,Entire home/apt,70,2,14/11/2018,3.43,1,303
6899126,Modern 2 bedroom flat & parking!,36151551,Claire,Boswall and Pilton,55.96958794,-3.235085215,Entire home/apt,110,2,19/08/2018,0.23,1,54
6899663,Main Door flat/great location great for festival,33420438,Annette,South Leith,55.96735914,-3.168789522,Entire home/apt,99,3,29/08/2016,1.14,1,14
6905407,Double room in Edinburgh,20511595,Patricia,Easter Road and Hawkhill Avenue,55.96397669,-3.173851071,Private room,38,1,,,1,0
6905701,Bright quiet old town apartment,36189448,Blair,"Old Town, Princes Street and Leith Street",55.95086868,-3.186276615,Entire home/apt,90,1,04/11/2018,9.53,1,289
6906945,Edinburgh City Centre Apartment,32696258,Gail,Tollcross,55.94269678,-3.204338351,Entire home/apt,50,2,16/11/2018,0.58,2,294
6907172,Sunny double room in lovely house,1090459,Lj,Willowbrae and Duddingston Village,55.95023145,-3.147098121,Private room,85,1,,,1,0
6908422,"Peaceful room, Victorian house, 1.4m to Old Town",23899629,Marilyn,The Grange,55.93264907,-3.179819731,Private room,37,2,26/08/2018,0.94,2,0
6909233,Beautiful Eclectic 2 Bedroom Retreat free parking,34747035,Clare,Abbeyhill,55.95407786,-3.169168066,Entire home/apt,59,2,01/09/2018,3.75,2,61
6913239,Spacious Room Off City Centre,36158526,Dan,Easter Road and Hawkhill Avenue,55.96359159,-3.171382822,Private room,55,1,27/08/2017,0.45,1,0
6913289,Modern Classic Edinburgh Apartment,36228901,Fraser,Morningside,55.92887481,-3.210179469,Entire home/apt,80,3,06/11/2018,1.52,2,165
6921786,Bright & spacious city centre flat.,25432260,Mansur,Dalry and Fountainbridge,55.94527136,-3.21065452,Entire home/apt,135,1,01/01/2018,0.39,1,0
6923711,City Centre One Queen/Bed Available,36290113,Kurt,Hillside and Calton Hill,55.96000901,-3.174579739,Private room,54,1,09/11/2018,1.43,1,322
6928695,Modern fully-equipped artists flat in Edinburgh,36322645,Stuart,Hillside and Calton Hill,55.96136234,-3.173239164,Entire home/apt,55,3,05/11/2018,0.31,1,0
6929357,Bright and spacious 4 bedroom flat,34638413,Claire,Great Junction Street,55.97080365,-3.174122754,Entire home/apt,175,3,,,1,0
6930316,"Spacious 1 Bed Central Flat, accomodates 4",36330878,John,Abbeyhill,55.95586941,-3.170165495,Entire home/apt,59,1,03/11/2018,6.64,1,43
6933144,"Superking & double beds, WIFI, garden & parking",35937451,Dani,Bonnington,55.97315672,-3.188796278,Entire home/apt,85,1,02/01/2017,0.58,1,16
6936105,"Lovely, central 2-bedroom flat",36341261,Erlend,Broughton North and Powderhall,55.96327324,-3.194185699,Entire home/apt,90,2,29/10/2018,1.81,1,284
6936386,The Rose Residence,10078285,Stoil,"Old Town, Princes Street and Leith Street",55.94861161,-3.183388274,Entire home/apt,90,2,11/11/2018,4.41,11,71
6937187,Clean cozy as new central apartment,36371176,Derek,Polwarth,55.93869408,-3.218404871,Entire home/apt,68,2,30/08/2018,0.42,1,0
6937689,Apartment in Haymarket,29086230,Maeve,Dalry and Fountainbridge,55.94357983,-3.217316375,Entire home/apt,120,7,,,1,0
6938030,Edinburgh City Centre,22806940,Chunxiao,"Old Town, Princes Street and Leith Street",55.95131445,-3.18207538,Private room,50,1,04/07/2015,0.02,1,0
6939016,Scott House - Robert Burns Room,22868628,Jemima,New Town East and Gayfield,55.95903203,-3.188763747,Private room,85,2,15/11/2018,0.53,5,81
6944513,One bedroom Georgian apartment,14169769,Lorna,New Town West,55.95710689,-3.197719264,Entire home/apt,120,3,18/08/2018,0.13,9,0
6947398,Centrally Located Edinburgh Flat,16036078,Fiona,Stockbridge,55.95930206,-3.211116745,Entire home/apt,80,2,12/11/2017,1.03,1,0
6949720,City Centre Large Ensuite Double,34115102,Jason,New Town West,55.95694215,-3.196954861,Private room,48,1,26/07/2018,1.94,4,0
6951183,Edinburgh Festival let - twin room,36443873,Paul,South Leith,55.96739615,-3.17285959,Private room,48,2,31/08/2015,0.05,1,0
6951795,Nice sunny double bedroom.,36446632,Branislav,Meadows and Southside,55.93805811,-3.180877168,Private room,41,20,01/09/2015,0.1,1,0
6952959,Jo's stylish city centre appt,3471588,Joanna,"Old Town, Princes Street and Leith Street",55.94687565,-3.187282657,Entire home/apt,100,3,26/08/2017,0.43,1,0
6953146,Wee Bunk in the heart of the city,19765199,Paul,"Old Town, Princes Street and Leith Street",55.94739789,-3.193907507,Entire home/apt,100,2,05/10/2018,3.48,1,29
6958405,"Spacious double room, central.",26701614,Jin Houk,Hillside and Calton Hill,55.96115707,-3.180990308,Private room,30,1,26/03/2017,1.15,1,0
6964008,Double room available,36514607,James,Gorgie East,55.94395672,-3.222113407,Private room,50,2,30/10/2018,1.39,1,275
6966621,"Delightful, bright,cosy double with private bath",36527623,Sheila,Balgreen and Roseburn,55.94107626,-3.250495533,Private room,33,2,29/09/2018,0.86,1,61
6968472,Single room close to Edinburgh City Centre,6215970,Angelica,Shandon,55.93318413,-3.234332422,Private room,35,1,17/08/2018,1.64,1,47
6969022,Room in Central Suburban Edinburgh!,36540155,Ross,Slateford and Chesser,55.93262223,-3.240968633,Private room,50,1,23/08/2015,0.1,1,0
6972332,"Bright, comfortable, central flat",36558096,Colin,Canonmills and New Town North,55.96001033,-3.197307424,Entire home/apt,100,3,12/08/2018,0.3,1,0
6981746,Private room in top floor apartment,36608145,Struan,South Leith,55.96557393,-3.171998476,Private room,100,2,01/01/2016,0.13,1,0
6985664,Rannoch: lovely double room.,28019201,Gregor,Craiglockhart,55.93124736,-3.227890071,Private room,55,1,08/01/2018,3.11,4,291
6989510,ROYAL MILE PRIME LOCATION CITY CENTRE APARTMENT,28762512,Kash,"Old Town, Princes Street and Leith Street",55.94876648,-3.186968346,Entire home/apt,60,3,26/08/2018,0.41,1,0
6998355,Double room in Retro Art Deco Flat,2691630,Okata,Currie East,55.89481992,-3.314998565,Private room,30,1,,,1,0
7002654,Double bedroom + private bathroom + free parking,21736551,Goda,Craiglockhart,55.92984837,-3.235847374,Private room,42,2,19/11/2017,1.13,1,0
7006757,BRAND NEW KITCHEN / REFURB -Montgomery Street Park,22060036,Graham,Hillside and Calton Hill,55.95815465,-3.176284744,Entire home/apt,75,2,31/10/2018,0.65,4,0
7007793,Countryside in the middle of town,36737201,Hilary,Willowbrae and Duddingston Village,55.94425279,-3.146295702,Private room,48,2,04/11/2018,4.55,1,63
7008613,Light and airy Victorian cottage,10259913,Sarah,Newington and Dalkeith Road,55.93642628,-3.175428238,Entire home/apt,120,2,11/09/2018,1.51,1,292
7017725,Modern Bright Apartment + Private Parking,1267171,Aaron,"Blackford, West Mains and Mayfield Road",55.92952184,-3.168492296,Entire home/apt,425,3,07/08/2018,0.3,3,340
7023352,Spacious double bedroom,36814567,Anthony,Marchmont East and Sciennes,55.93904055,-3.19406187,Private room,35,2,13/11/2018,2.05,2,19
7023371,Cozy single room,36814567,Anthony,Marchmont East and Sciennes,55.93974125,-3.194801062,Private room,29,2,18/11/2018,2.82,2,20
7028596,Spacious 2Bed in Heart of Old Town (Diagon Alley),8358030,Mike,"Old Town, Princes Street and Leith Street",55.94800139,-3.194720294,Entire home/apt,75,2,06/11/2018,5.74,1,277
7030163,"Beautiful Room, Victorian Apartment",6184632,Sarah,Leith (Albert Street),55.96217896,-3.179502725,Private room,45,3,02/08/2015,0.19,2,0
7032571,"Bulls Close, Canongate, Royal Mile",36868458,Stephen & Julie,"Canongate, Southside and Dumbiedykes",55.95082769,-3.178474244,Entire home/apt,80,2,22/10/2018,1.86,2,261
7034454,Beautiful Modern Festival Getaway,36868112,Chris,Gorgie West,55.93449064,-3.235564837,Entire home/apt,200,7,,,1,0
7035311,Pretty flat in heart of Morningside,25575110,Nadia Et Mala,Morningside,55.92894341,-3.209648887,Entire home/apt,89,2,02/01/2018,0.54,1,0
7035518,"Close to City centre, quiet, spacious ground floor",6776858,Gillian,Bruntsfield,55.93873959,-3.213320143,Private room,50,2,04/11/2018,2.14,1,31
7040069,Lovely & fun Festival Garden Flat.,35492124,Lucy,Broughton North and Powderhall,55.96542972,-3.195660625,Entire home/apt,89,1,22/08/2018,0.85,1,277
7040638,Spacious 2-bedroom apartment in Central Edinburgh,6874347,Alex & Graeme,Hillside and Calton Hill,55.95919233,-3.179154704,Entire home/apt,175,14,06/03/2016,0.32,1,0
7041789,Edinburgh Festival Let,30402539,Michael,Shandon,55.93396371,-3.230190776,Entire home/apt,75,5,,,1,346
7043166,Beautiful Edinburgh Festival let,13150088,Catriona,Marchmont East and Sciennes,55.93914437,-3.194768462,Private room,80,2,29/08/2016,0.3,1,0
7045885,River view flat for Edinburgh break,18489689,John,The Shore and Constitution Street,55.97743661,-3.171083099,Entire home/apt,70,3,16/09/2018,1.9,1,0
7048719,Executive 2 bedroom flat,36963873,William,"Old Town, Princes Street and Leith Street",55.95031108,-3.182241241,Entire home/apt,150,2,30/08/2018,0.53,1,227
7049490,"Bright, spacious double room in Leith",36968052,Kat & Thilo,Great Junction Street,55.97115449,-3.173809405,Private room,33,3,25/08/2018,2.71,1,0
7051455,Double room in city centre,36980029,Sandra,Tollcross,55.94325961,-3.202308074,Private room,30,1,04/11/2018,5.94,1,230
7052671,Walk to Princes Street. Friendly 2,15916423,Christine,Abbeyhill,55.95549215,-3.16757373,Private room,33,7,19/08/2018,0.25,3,0
7052870,The Cozy Edina Place,13135752,Pier,Easter Road and Hawkhill Avenue,55.96035948,-3.170869444,Entire home/apt,75,2,04/11/2018,4.66,7,65
7055492,Cosy room with a double bed.,20228661,Dorota,Shandon,55.93568652,-3.235543112,Private room,27,2,01/09/2016,1.02,1,0
7061594,Modern three bedroom apartment,37028777,Stewart & Rachel,Gorgie East,55.94392023,-3.223495078,Entire home/apt,160,2,11/11/2018,2.38,1,161
7062781,Spacious Apartment-Private Parking,36981551,George,North Leith and Newhaven,55.9770961,-3.174831284,Entire home/apt,70,2,11/11/2018,4.11,1,254
7064157,Large Double Bedroomed Flat Edinburgh Centre,37040146,Yves,Meadowbank and Abbeyhill North,55.95778636,-3.17176684,Entire home/apt,90,2,10/09/2018,3.43,1,1
7064847,Stylish & Central Apartment,10628600,Frances,Meadows and Southside,55.93947888,-3.178724976,Entire home/apt,140,2,23/08/2015,0.08,1,0
7065323,Single room in peaceful haven,35907081,Angela,"Blackford, West Mains and Mayfield Road",55.9303116,-3.175347758,Private room,30,3,15/11/2018,1.44,1,65
7065338,"One bedroom flat in Shore, Leith",16414114,Gina,The Shore and Constitution Street,55.97388151,-3.167713623,Entire home/apt,70,3,26/08/2016,0.18,1,0
7066140,Nice double bedroom,28643984,Ilaria,Great Junction Street,55.97417956,-3.17532495,Private room,46,5,,,2,30
7070053,Hip room in Leith,5494829,Catherine,The Shore and Constitution Street,55.97430294,-3.166595077,Private room,30,1,05/09/2018,0.67,3,199
7070423,Traditional City Centre Apartment in Bustling Area,36560329,Chris,Meadows and Southside,55.94185589,-3.203060392,Entire home/apt,85,6,30/08/2017,0.1,1,78
7078275,Super King with Bath @ City Center,12821511,Will & Ve,Tollcross,55.94263905,-3.2063874,Private room,90,1,10/08/2016,0.28,3,360
7079538,Arthur On Air,37115195,Alessandro,Drylaw,55.96729997,-3.23779724,Private room,30,1,19/08/2018,0.33,4,332
7080050,SWEET TRADITIONAL IN THE OLD TOWN-,5674102,Maggie,"Old Town, Princes Street and Leith Street",55.9490196,-3.194056618,Entire home/apt,70,2,14/11/2018,6.38,2,167
7080210,"Converted, sunny, modern 2 bed flat",10423202,Fiona,Great Junction Street,55.97390533,-3.170617561,Entire home/apt,81,2,23/08/2018,1.49,1,0
7080679,Vibrant basement flat in New Town - Sleeps 5,35213590,Sandy & Merryn,Hillside and Calton Hill,55.95965821,-3.182160488,Entire home/apt,80,2,18/07/2018,0.57,1,0
7081365,Bedroom with PRIVATE Bathroom,16920892,Jennifer,Newington and Dalkeith Road,55.94053627,-3.17465685,Private room,45,6,,,1,0
7081936,"Flat in central Edinburgh, sleeps 4",30045604,Sarah,Stockbridge,55.95963137,-3.210166019,Entire home/apt,150,2,10/08/2015,0.03,1,0
7082698,Stylish Central 1 Bedroom Flat,17246742,Colin,Tollcross,55.94603,-3.212034429,Entire home/apt,99,1,12/11/2018,7.39,6,242
7087615,A Room In Leith (Castle View),19449903,Richard,Great Junction Street,55.97383215,-3.169970788,Private room,20,2,15/11/2018,3.14,1,345
7091037,"5* Dbl Rm/Ensuite.15 min to city,10min to airport",36971040,Norma,South Gyle,55.93384622,-3.296029604,Private room,35,1,14/11/2018,6.83,1,105
7091071,1 Bed Flat 10 mins from City Centre,3368286,Leith,Meadowbank and Abbeyhill North,55.95740104,-3.160723692,Entire home/apt,100,2,29/08/2015,0.1,1,0
7091546,Big room near the City Center,37168779,Lucas,Tollcross,55.94294019,-3.203131053,Private room,115,2,,,1,0
7092500,Edinburgh's seaside - Portobello.,37152599,Eric,Joppa,55.95339153,-3.106636228,Entire home/apt,78,3,02/09/2018,0.68,1,186
7098016,Charming City Centre Double Room,34115102,Jason,New Town West,55.95728757,-3.197687152,Private room,35,1,11/07/2018,1.06,4,0
7100557,"Double Room + Private Bathroom, Nr Holyrood Palace",781829,Aly,Meadowbank and Abbeyhill North,55.95870939,-3.166652414,Private room,53,2,11/11/2018,1.99,1,61
7101032,New Town Central Apartment,37214610,Jolly And Piotr,Broughton North and Powderhall,55.96412652,-3.192884308,Entire home/apt,58,2,29/09/2018,0.25,3,166
7101461,Edinburgh city centre apartment with parking space,32696258,Gail,Dalry and Fountainbridge,55.94204342,-3.210671009,Entire home/apt,68,2,18/11/2018,5.08,2,235
7104055,"Light, bright & airy - luxury flat",25640230,Dinah,Dalry and Fountainbridge,55.94526055,-3.214310355,Entire home/apt,105,2,18/11/2018,1.75,1,348
7104883,Beautiful period festival let,37223566,Suzanne & Bob,South Leith,55.96671019,-3.172257774,Entire home/apt,70,1,01/09/2015,0.23,1,0
7105048,Superb location 2 bedroom apartment,8280259,Sue,Comely Bank,55.95857002,-3.219400295,Entire home/apt,60,5,13/10/2018,1.05,1,281
7106512,ONE BED FLAT FABULOUS LOCATION,5674102,Maggie,"Canongate, Southside and Dumbiedykes",55.95290532,-3.178215743,Entire home/apt,65,2,11/11/2018,5.25,2,155
7110697,Double Room in Retro Art Deco Flat,35053717,Okata,Gorgie West,55.93354949,-3.238193093,Private room,28,1,09/11/2018,0.59,2,361
7113676,Beautiful loft room near Royal Mile,22656720,Scherie,Abbeyhill,55.95595514,-3.167669323,Private room,50,2,11/11/2018,7.35,3,34
7118869,Lovely Portobello Family Home,1838580,Jonathan,Portobello,55.95435125,-3.114853404,Entire home/apt,150,2,17/09/2018,0.11,1,10
7118936,Light & airy apartment with balcony,37293757,Lorna,Craigmillar,55.93164903,-3.143855834,Entire home/apt,120,3,,,1,0
7120111,Converted Church Apartment In Centr,37296468,Roberto,Dalry and Fountainbridge,55.94449127,-3.216144454,Entire home/apt,129,2,29/08/2016,0.15,1,0
7120869,Modern apartment near city centre,37298677,Bruce,The Grange,55.93468307,-3.180042953,Entire home/apt,73,2,26/07/2018,1.87,2,0
7127875,Big room in classic Edinburgh flat. Quiet central,3920723,James And Monica,Marchmont West,55.93697003,-3.200259197,Private room,51,2,07/08/2017,0.37,3,0
7127931,Sunny Double Room in Edinburgh,1296287,Jo,Polwarth,55.93795879,-3.223818593,Private room,38,3,14/09/2015,0.15,1,0
7127940,Clean and peaceful bedroom,19922799,Esther,"Gracemount, Southhouse and Burdiehouse",55.90907178,-3.161282974,Private room,55,1,17/08/2015,0.05,1,0
7129433,"Stockbridge, historic",36800316,Caroline,Stockbridge,55.95696621,-3.209062377,Private room,45,1,04/11/2018,3.15,1,343
7130832,Bright Spacious 1 Bedroom Apartment,37348042,Murdoch,Portobello,55.95663635,-3.120110304,Entire home/apt,65,2,22/07/2016,0.3,1,0
7136445,Central Homely Flat,37380018,Rhian,Polwarth,55.93887577,-3.218368977,Entire home/apt,50,2,09/09/2018,1.62,1,0
7138408,Calum's central apartment,15168081,Rufus,"Canongate, Southside and Dumbiedykes",55.94633177,-3.18162371,Entire home/apt,70,2,04/11/2018,3.26,2,161
