listing_id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17507519,Room in Great apartment 10 mins from town center.,118667274,Morayo,Merchiston and Greenhill,55.93226715,-3.218346998,Private room,25,1,01/01/2018,0.33,1,84
17508972,Central Location: Large Private Bedroom.,87404920,Danny,Hillside and Calton Hill,55.95902457,-3.172662069,Private room,39,1,17/11/2018,10.91,7,285
17509994,Double room with private bathroom in modern flat,27085526,Laura,Pilrig,55.96846306,-3.183138604,Private room,41,2,05/11/2018,1.73,1,299
17510914,"City centre, EICC 5 mins, tourist walk everywhere!",12173061,Jane,Dalry and Fountainbridge,55.94582372,-3.213942973,Entire home/apt,90,2,12/11/2018,4.62,2,304
17512628,Charming family home & garden close to city centre,21498127,Emma,Shandon,55.93501723,-3.230505188,Entire home/apt,179,3,26/08/2018,0.22,1,0
17512933,Buccleuch Private Room,2951811,Jez,Meadows and Southside,55.94191343,-3.185001183,Private room,30,2,23/09/2018,1.78,1,0
17520108,"Queen St/New Town, 1 bed apt",118490191,Lance,New Town West,55.9549316,-3.203020339,Entire home/apt,120,1,28/08/2018,0.17,2,0
17520930,Another little gem in the village 10 min to centre,61213220,Elissa,Corstorphine,55.94484653,-3.287457501,Entire home/apt,70,3,27/08/2018,1.31,3,0
17525279,"Beautiful large, modern 3 Bedroom Marchmont flat",92171225,Aileen,Marchmont East and Sciennes,55.93762024,-3.192324057,Entire home/apt,200,20,27/08/2017,0.07,1,0
17525301,"""Cottage in the city""",105046030,Lesley,Dalry and Fountainbridge,55.94468251,-3.216575845,Entire home/apt,90,3,11/11/2018,3.33,1,148
17530122,Edinburgh - Portobello,38859387,Eilish,Joppa,55.94516226,-3.099210415,Private room,65,2,,,1,0
17536079,Modern Basement Apartment/ 2 mile from City Centre,71772690,Shameem,Prestonfield,55.9334905,-3.165979976,Entire home/apt,75,3,09/07/2018,0.72,1,0
17540600,Stylish & Bright Flat on Quiet Street- Sleeps 4,89186529,Susannah,Newington and Dalkeith Road,55.94103793,-3.178349387,Entire home/apt,70,2,04/11/2018,3.64,3,167
17543210,Guests suit in Town,118866298,Rose,Easter Road and Hawkhill Avenue,55.96376984,-3.169592249,Entire home/apt,125,2,23/08/2018,1.59,1,0
17550498,DOUBLE/TWIN ROOM ENSUITE,6748379,City Reteat,Hillside and Calton Hill,55.9569892,-3.174584178,Private room,64,1,14/11/2018,0.41,6,155
17550951,"Lovely, cosy, house with garden,excellent location",120186,Laura,North Leith and Newhaven,55.97729127,-3.184092323,Entire home/apt,45,2,12/11/2018,6.37,1,314
17553127,Spacious Flat just off Leith Walk,46317460,Patsy,South Leith,55.96585109,-3.173949419,Entire home/apt,64,2,22/08/2017,0.19,2,0
17555624,Modern 3 bedroom beach apartment secure parking,19381358,Iain,Portobello,55.95723915,-3.116738725,Entire home/apt,130,3,16/11/2018,2.12,1,314
17562933,Double room in friendly family home,4025716,Sophie,Willowbrae and Duddingston Village,55.9548234,-3.14724917,Private room,40,1,02/07/2018,0.69,3,0
17564392,Bright and charming traditional top floor flat,13095741,Rosario/Lidia,South Leith,55.96713211,-3.170005599,Entire home/apt,99,1,16/09/2018,1.31,2,4
17565641,Superb apartment in historic centre,52940259,Martin,"Old Town, Princes Street and Leith Street",55.95017389,-3.189707341,Entire home/apt,60,1,14/11/2018,10,2,194
17568973,Comfortable double room,14161219,Lyndsay,Bruntsfield,55.9396492,-3.2105112,Private room,55,3,20/08/2017,1.2,2,0
17569635,King Size bedroom in duplex - central location.,106296364,Francisco J.,Stockbridge,55.96118226,-3.204434835,Private room,30,2,21/10/2018,1.41,1,10
17571110,Modern Comfy 2-Bed Flat Right on the Park,13611237,Edward,South Leith,55.97060913,-3.167496673,Entire home/apt,52,2,02/01/2018,0.98,1,0
17578084,A double bedroom near airport 54,82773450,Isaac,The Calders,55.91681625,-3.296422469,Private room,19,2,19/08/2017,0.29,18,0
17579504,double room & private bathroom in victorian apt,22186902,Joanna,Newington and Dalkeith Road,55.93733557,-3.169290926,Private room,52,2,,,3,40
17582260,Peaceful seaside bedroom,33333011,Jeanette,Portobello,55.95320988,-3.114231252,Private room,18,2,12/08/2018,0.98,1,0
17582299,"Clean, bright central flat with view of Meadows.",119431234,Brett,Marchmont East and Sciennes,55.93966531,-3.192390068,Entire home/apt,62,2,27/11/2017,1.84,4,0
17582733,Double Room in Cosy Stockbridge flat - Central,46356040,Sonia,Stockbridge,55.95930074,-3.215779426,Private room,40,2,29/10/2018,2.48,1,92
17584558,LUXURY 2BD FLAT CENTRAL YET QUIET,70311023,Corinna,New Town East and Gayfield,55.95902256,-3.185955132,Entire home/apt,140,3,18/08/2018,0.19,1,173
17585342,Historic & Stylish 1 bed appartment,93690001,Sean,Canonmills and New Town North,55.96099964,-3.197396588,Entire home/apt,75,3,25/08/2018,2.5,1,7
17595312,Double room by Edinburgh Airport,88964765,Gary,"Dalmeny, Kirkliston and Newbridge",55.93930677,-3.41194163,Private room,35,1,14/11/2018,7.74,1,306
17595637,Beautifully presented New Town Apt - sleeps 4,2803600,Glenham,Stockbridge,55.96230248,-3.202544157,Entire home/apt,100,3,05/11/2018,1.49,9,310
17597273,The Old Wash House,98403852,Jonny,Deans Village,55.95132093,-3.218814267,Entire home/apt,99,2,28/09/2017,0.39,1,317
17597488,Heart of the City Luxury  3 Bedroom Apartment,51390245,Robbie,Deans Village,55.95028137,-3.210792623,Entire home/apt,175,2,11/11/2018,4.67,1,289
17601452,"Stylish City Centre apartment, sleeps 4.",550568,Nicola,New Town East and Gayfield,55.96104278,-3.190234312,Entire home/apt,80,2,04/11/2018,4.83,1,115
17607393,Beautiful spacious central apartment,119673097,Sara,Bruntsfield,55.93558638,-3.211567859,Entire home/apt,55,2,04/11/2018,6.87,1,213
17613914,Spacious well located Leith Flat,119402376,Dermot,South Leith,55.96713029,-3.171741994,Entire home/apt,100,2,06/08/2018,0.29,1,0
17615238,West Bow Apartment,93800901,Karen,"Old Town, Princes Street and Leith Street",55.94876937,-3.194851327,Entire home/apt,110,3,02/01/2018,0.36,11,244
17615424,"Cottage studio flat, Cramond, 15 min from airport",119753351,Julia,Cramond,55.9756706,-3.301214778,Entire home/apt,68,2,04/11/2018,2.57,1,245
17621086,Cosy Retro Flat in fab(ulous) location,7733771,David,Tollcross,55.94511502,-3.201931425,Entire home/apt,70,3,28/10/2018,2.09,1,72
17629604,Close to city centre and sea,119890371,Allen,Granton West and Salvesen,55.97521124,-3.257747452,Private room,35,1,11/07/2017,0.2,1,0
17631705,Room in superb 2 bed flat w fantastic Castle views,64497227,David,New Town West,55.95204117,-3.212445876,Private room,100,2,08/10/2017,0.4,2,0
17634957,"Art filled New Town home, 10 mins from Princes st",55419122,Stephen,Canonmills and New Town North,55.95797914,-3.198139111,Entire home/apt,75,1,,,1,0
17648612,amazing apartments: London Road - free parking,89866174,David,Willowbrae and Duddingston Village,55.95477866,-3.155376782,Entire home/apt,89,1,19/02/2018,0.61,4,323
17651174,Sunny double room in Newington,89495475,Lucie,Newington and Dalkeith Road,55.94145277,-3.178325544,Private room,27,2,17/11/2018,3.48,2,28
17653808,Large King Size Room & 2nd Bedroom In City Centre,82786232,Alex,Marchmont West,55.93640658,-3.197386795,Private room,75,1,29/10/2018,4.18,1,152
17654324,Ashcroft Suite with Private Bathroom,82905967,Neil,Baberton and Juniper Green,55.91367112,-3.286049112,Private room,45,1,24/09/2018,1.98,5,177
17659045,Quiet haven in the beautiful city of Edinburgh,69762859,John,Northfield and Piershill,55.94830832,-3.135848125,Entire home/apt,65,2,27/08/2018,2.89,1,169
17661873,Probably the best Edinburgh Party Apartment for 20,66064051,Ian,Tollcross,55.9490982,-3.209752814,Entire home/apt,1000,2,01/11/2018,1.19,12,314
17662725,The Leith Snug,23412008,Ashlie&Grant,Great Junction Street,55.97286484,-3.173699229,Entire home/apt,69,1,26/10/2018,4.89,3,224
17664006,City centre one bedroom flat with onsite parking,23930461,Daniel,New Town East and Gayfield,55.95911358,-3.187098596,Entire home/apt,80,3,12/11/2018,2.22,1,75
17677453,"Gorgeous Quiet Garden Apartment, Sleeps 4",13374181,Jon,Polwarth,55.93661491,-3.219432942,Entire home/apt,150,2,26/08/2018,0.62,5,101
17678907,Sunny flat in stylish Stockbridge,19791576,Kieron,Comely Bank,55.95844182,-3.21671357,Entire home/apt,100,2,18/11/2018,4.82,1,329
17683316,Old Town Charm - Private Room with own Living Room,120436446,Kevin,"Old Town, Princes Street and Leith Street",55.9465439,-3.190387681,Private room,53,2,04/11/2018,5.32,1,38
17691069,411 Corinthian Quay apartment,19173145,Anabel,Granton and Royston Mains,55.98096645,-3.223008125,Entire home/apt,302,2,04/11/2018,0.26,37,335
17691099,"A Bright, Comfortable Flat With Brilliant Views",10098505,Gus,Morningside and Craighouse,55.92192104,-3.222200432,Entire home/apt,50,1,06/11/2018,2.06,1,0
17691432,Lovely flat close to Old Town and Arthur's Seat,120516568,Neil,Meadows and Southside,55.94127914,-3.179154071,Entire home/apt,74,2,01/09/2017,1.18,1,0
17692314,"7 bedroom, Huge central flat, Ideal for big groups",2636321,John,Deans Village,55.94778635,-3.216500594,Entire home/apt,489,3,26/08/2018,0.79,10,0
17692389,West Nicholson Street: Perfect Festival Stay,107440363,Ingrid,"Canongate, Southside and Dumbiedykes",55.94563419,-3.185645181,Entire home/apt,90,3,16/08/2017,0.13,2,0
17693610,Spacious Apartment with Castle Views!,106248888,Neal,Dalry and Fountainbridge,55.94092838,-3.212563472,Entire home/apt,49,1,09/11/2018,3.97,1,142
17693935,"Romantic, 5 * Luxury Stay @ Caledonian Quarters",120539198,Sjoukje Selener,Dalry and Fountainbridge,55.94299096,-3.21758015,Entire home/apt,69,2,16/11/2018,3.76,1,216
17697072,Spacious& Comfy Edinburgh Apt 2 bed Free Parking,31302457,Áine,The Shore and Constitution Street,55.9746845,-3.166194957,Entire home/apt,95,2,26/08/2018,0.35,2,0
17700872,Cosy ensuite big double bedroom on main street.,40869808,Manan,Great Junction Street,55.9733518,-3.168623164,Private room,41,2,16/04/2017,0.05,1,0
17712073,Cosy double room in Tollcross,41387955,Sarah,Tollcross,55.94390428,-3.203084211,Private room,55,1,28/08/2017,0.32,1,0
17712688,Characterful Mews House in Circus Lane,42716009,The Mews Company Edinburgh Ltd,New Town West,55.95790049,-3.20560455,Entire home/apt,95,3,29/10/2018,0.45,6,307
17717295,"Garden Flat Beside the Palace, Park and Parliament",5949843,Andy & Steph,Abbeyhill,55.95609994,-3.166670195,Entire home/apt,95,1,06/08/2018,4.46,1,122
17717543,Stunning 3 bed Stockbridge flat.,119736332,Lucy,Stockbridge,55.95874194,-3.205394004,Entire home/apt,213,2,11/11/2018,2.38,1,177
17717675,Double bedroom near Stockbridge/Edinburgh,120779991,Marie,Comely Bank,55.95726754,-3.219276662,Private room,42,1,23/04/2017,0.1,1,0
17723473,Apartment Arran House (5 bed apartment),50999670,City Room Rentals,Dalry and Fountainbridge,55.94131953,-3.216212323,Entire home/apt,415,2,,,50,43
17728407,"Cosy, bright flat.",2333480,Margaret,Pilrig,55.96784772,-3.178463458,Entire home/apt,75,1,07/11/2018,1.45,1,54
17728506,Entire apartment in Edinburgh,36264861,Craig,Gorgie East,55.93713575,-3.231062749,Entire home/apt,140,3,01/11/2018,4.28,2,74
17730863,"Charming, sunny, historic, Old Town flat",98130857,Heather,Meadows and Southside,55.94552281,-3.192599677,Entire home/apt,65,2,15/10/2017,0.86,1,0
17735555,King Room in Period Flat- West End,28009371,Rachel,Dalry and Fountainbridge,55.94153186,-3.220270661,Private room,18,1,18/07/2018,1.43,2,0
17735716,Haymarket Edinburgh Traditional Apartment,28009371,Rachel,Dalry and Fountainbridge,55.94352233,-3.218374942,Entire home/apt,62,2,27/08/2018,0.83,2,0
17740834,Cosy loft... cancelled till May 2019 must request.,24574078,Deborah,Leith (Hermitage and Prospect Bank),55.96753192,-3.161886527,Private room,80,2,14/08/2018,0.36,4,189
17741909,York Place Apartment - Luxury City Centre,121024220,Andrew,"Old Town, Princes Street and Leith Street",55.95507223,-3.192238237,Entire home/apt,69,2,12/11/2018,6.26,2,280
17746041,Central 3 bedroom City Centre Apartment-sleep 5,3347799,Katie,New Town East and Gayfield,55.95733756,-3.192063279,Entire home/apt,180,3,08/07/2017,0.06,36,162
17749689,"Comfy Double Room in quiet area, free parking",57909271,Cat,Slateford and Chesser,55.93019382,-3.237918317,Private room,40,1,19/11/2017,0.4,3,0
17749759,"Large 2 bed flat, 2 bathrooms, parking & gym inc.",16543969,Garry,Broughton South,55.96738835,-3.187231516,Entire home/apt,80,1,12/11/2018,8.92,7,23
17750288,Luxury private home in Edinburgh,121106557,William,Greenbank and The Braids,55.92019586,-3.202211897,Entire home/apt,225,1,11/11/2018,5.2,1,311
17752364,Central Double Apartment Edinburgh,28972173,Miles,Tollcross,55.94318313,-3.203704977,Entire home/apt,70,3,19/08/2018,0.5,1,0
17756039,Chessels Court Flat - Near the historic Royal Mile,93800901,Karen,"Old Town, Princes Street and Leith Street",55.95160889,-3.181548754,Entire home/apt,120,3,11/08/2018,0.51,11,308
17760762,CHEAPER ROOM FREE PARKING,70889975,Tito,Moredun and Craigour,55.91358241,-3.145909764,Private room,200,1,25/09/2018,2.49,7,319
17768731,"Rural Getaway In Heart Of Edinburgh, Hawthorn Brae",121294281,Christian,Willowbrae and Duddingston Village,55.9435354,-3.146561278,Entire home/apt,100,2,29/10/2018,4.93,1,141
17782214,Beautiful Room in  2 double bedroom flat.,90743048,Jose Daniel,"Canongate, Southside and Dumbiedykes",55.95042435,-3.17664334,Private room,39,2,21/06/2017,0.6,1,0
17787831,"Central Edinburgh, Cosy one bedroom flat",23122661,Magdalena,South Leith,55.96508083,-3.170657437,Entire home/apt,30,2,08/09/2018,1.51,1,74
17788101,DOUBLE ROOM WITH FREE PARKING,70889975,Tito,Liberton East,55.91214842,-3.146923395,Private room,150,1,26/05/2018,1.32,7,287
17789104,"Amazing city views, modern, perfect for couples",121514311,Scott And Dianne,North Leith and Newhaven,55.976395,-3.176596905,Entire home/apt,50,2,12/11/2018,5.76,2,314
17791978,"Twin room, sitting room & bathroom",114874467,Ian & Isobel,Craiglockhart,55.92317079,-3.241390486,Private room,60,1,09/09/2018,0.51,6,11
17792617,"Twin & single room, sitting room & bathroom",114874467,Ian & Isobel,Craiglockhart,55.92260186,-3.243009871,Private room,100,1,29/10/2018,0.54,6,11
17799243,"Bright Modern Studio Apartment, Great Location",120491663,Rod,Broughton North and Powderhall,55.96320427,-3.199049251,Entire home/apt,80,2,09/08/2017,0.66,1,0
17800564,Newly Refurbished Apartment,121640221,Megan,Siverknowes and Davidson's Mains,55.9656896,-3.269326149,Entire home/apt,50,2,09/11/2018,1.99,1,60
17800801,Montgomery Real Apartment One,87678587,Taimur,South Gyle,55.93550974,-3.299910127,Entire home/apt,280,3,12/11/2018,0.33,3,303
17801428,Split level quiet apartment in trendy Leith,8801273,Simon,Leith (Hermitage and Prospect Bank),55.96826548,-3.161937754,Entire home/apt,80,2,03/09/2018,0.8,1,92
17805951,2 Bedroom Apartment in Dean Village,22784933,Charlotte,Deans Village,55.95213581,-3.219128182,Entire home/apt,163,1,25/09/2017,0.12,1,15
17809340,Quietly Comfortable Quartermile,121721463,Gordon,Meadows and Southside,55.94429766,-3.195656411,Entire home/apt,110,2,28/10/2018,5.31,1,31
17809647,Beautiful flat w/ parking in Leith,11507907,Lindsey & Greg,South Leith,55.96971927,-3.168784542,Entire home/apt,80,4,16/04/2017,0.05,2,0
17817982,"TRENDY Family Home, Free secure parking, wifi,",3008499,Rebecca,Bonnington,55.97296193,-3.193396178,Entire home/apt,300,4,11/08/2018,0.43,16,72
17819051,"Stylish, Bright & Central 2 Bedroom Apt Shore Area",121812971,Nicola,The Shore and Constitution Street,55.97451144,-3.164705947,Entire home/apt,72,2,19/08/2018,2.27,1,0
17821123,Southside Apartment,91221617,James,Newington and Dalkeith Road,55.93983421,-3.177304593,Entire home/apt,45,2,14/09/2018,3.62,4,225
17821586,"Apartment close Haymarket,BT Murryfield Stadium",106054059,Doe,Gorgie East,55.94034344,-3.23065788,Entire home/apt,135,1,18/11/2018,8.5,1,140
17823557,"Relax at an Airy, Art-filled Old Town Home",95884162,Lynne,Tollcross,55.9475752,-3.203789881,Entire home/apt,89,1,28/10/2018,4.04,2,92
17829225,Elegant Holyrood Park Apartment,53701813,Iain & Emma,Abbeyhill,55.95348769,-3.167333246,Entire home/apt,65,2,06/11/2018,3.9,1,169
17829600,"Bright, Modern Flat in Central location",115080542,Lewis,New Town East and Gayfield,55.9613384,-3.185463051,Entire home/apt,200,2,24/10/2018,1.49,1,38
17836092,Lovely room close to Edinburgh City Centre,42497248,Anna,Hillside and Calton Hill,55.95949115,-3.180580754,Private room,45,1,28/05/2017,0.15,1,0
17836355,Old Town Gem - Apartment with Great City Views,2249275,Storm,"Old Town, Princes Street and Leith Street",55.9503024,-3.185031264,Entire home/apt,70,2,04/11/2018,4.44,1,319
17838326,4 Bedroom Apartment in City Centre,61633573,Alice,Canonmills and New Town North,55.96081922,-3.194783862,Entire home/apt,400,3,02/09/2018,1.45,1,0
17838646,Entire Recently Refurbished First Floor Flat,76680551,Stuart,Great Junction Street,55.97271037,-3.172133745,Entire home/apt,65,2,08/11/2018,2.91,5,261
17839958,Walk to the City Centre from a Charming Flat,21697869,Toby,Meadows and Southside,55.94404596,-3.19732984,Entire home/apt,103,1,14/09/2018,3.67,1,329
17840329,Central & Homely Apartment with Patio - Sleeps 4,121800923,Jeanette,Comely Bank,55.95501708,-3.215188579,Entire home/apt,50,1,02/01/2018,1.75,1,0
17842000,Homely & cosy flat in Leith,116544611,Mairi,Bonnington,55.97170277,-3.187089531,Entire home/apt,80,5,22/08/2018,0.77,2,28
17845959,Montgomery Street,120760967,Ricardo,Hillside and Calton Hill,55.95881721,-3.179200401,Private room,90,2,09/09/2018,1.24,1,0
17846024,"Modern, central 2 bed apartment",50798848,Craig,Northfield and Piershill,55.95512741,-3.145437006,Entire home/apt,130,3,29/08/2018,0.45,1,203
17857279,Gorgeous luxury 2 bed apartment,81581006,Laura,Meadows and Southside,55.94433482,-3.192803501,Entire home/apt,195,2,28/08/2017,0.38,2,0
17858380,412 Cosy Colonies Apartment,19173145,Anabel,Meadowbank and Abbeyhill North,55.95874343,-3.1687315,Entire home/apt,205,2,29/10/2018,0.93,37,358
17860372,Cosy Causewayside Flat,121862289,Richard,The Grange,55.93524064,-3.180999725,Entire home/apt,150,3,15/07/2018,1.41,1,0
17871194,Modern Chic  Victorian City Flat,98796289,Sean,Tollcross,55.94342129,-3.204376915,Entire home/apt,90,1,18/11/2018,10.91,2,211
17871508,Apartament on Salamander Court,122342106,Damian,The Shore and Constitution Street,55.97508174,-3.161642213,Entire home/apt,73,1,04/11/2018,2.07,7,198
17874635,"Sunny, Luxury & Central two bedroom house",122371953,Dalia,Leith (Hermitage and Prospect Bank),55.96868292,-3.151952257,Entire home/apt,70,2,04/11/2018,2.9,2,159
17878561,City Center Apartment with Arthur's Seat Views,69223385,Lidia,Meadows and Southside,55.94364844,-3.185394136,Entire home/apt,30,3,27/08/2017,1.76,3,0
17879565,"Modern, central apartment in Edinburgh",85965742,Soonyi,"Canongate, Southside and Dumbiedykes",55.94483937,-3.18354806,Entire home/apt,90,2,28/08/2017,0.63,1,0
17879828,Central Penthouse with Breakfast & Free Parking,122426871,Courtney,Broughton South,55.96312624,-3.186203721,Private room,26,1,30/05/2018,9.46,3,0
17882572,"Modern, sunny central Edinburgh apartment .",122460431,Lynne,Pilrig,55.96674697,-3.176949938,Entire home/apt,90,2,09/11/2017,0.5,4,332
17883548,"Central, bright, clean Marchmont flat",75521448,Jane,Marchmont East and Sciennes,55.94000908,-3.194353021,Entire home/apt,150,10,29/08/2018,0.24,2,0
17887181,The Lochside House Residence,646220,Reserve,Willowbrae and Duddingston Village,55.94095706,-3.147918901,Entire home/apt,370,3,18/10/2018,0.83,98,263
17889880,Four Poster Bed - Spacious Room - Close to Centre,763964,Jaïrus,Broughton South,55.96396436,-3.190687044,Private room,55,1,11/06/2018,1.18,3,0
17890494,The Nest at Lorne Place,8035294,Alicia,South Leith,55.9657165,-3.172554362,Entire home/apt,66,2,26/10/2018,3.08,1,48
17890771,Light and Comfy Bedroom in Modern Edinburgh Flat,106486137,Jim,Meadowbank and Abbeyhill North,55.95900124,-3.164485148,Private room,38,2,27/08/2017,0.57,1,0
17898538,"Royal Mile, City Centre Flat",122631201,Lesley,"Old Town, Princes Street and Leith Street",55.95046053,-3.184022941,Entire home/apt,80,3,12/11/2018,4.34,1,201
17903545,Modern flat at Restalrig Crescent,42680665,Kimberley,Restalrig and Lochend,55.96316073,-3.154112313,Private room,25,2,05/11/2018,2.46,1,127
17904272,"Double room by Napier,HeriottW uni.LOVE EDINBURGH!",121875627,Alice,Parkhead and Sighthill,55.92311036,-3.279414918,Private room,80,2,12/09/2018,0.7,1,110
17904293,Spacious Newly Refurbished Basement Flat in City,122696155,Brunella,"Old Town, Princes Street and Leith Street",55.94842587,-3.202663042,Entire home/apt,150,1,,,1,0
17905511,"Charming Georgian flat in Stockbridge, Edinburgh",21368982,Kirsty,Stockbridge,55.95885562,-3.210030017,Entire home/apt,175,7,29/08/2018,0.26,1,0
17905741,"Cosy, Homely Flat in Stockbridge-Walk to the City",17310190,Thomas,Stockbridge,55.95923307,-3.210705641,Entire home/apt,85,2,02/11/2018,3.23,1,163
17906630,Central flat on Easter road,118503985,Mark,Hillside and Calton Hill,55.95985141,-3.172747393,Private room,30,2,08/09/2018,3.38,1,0
17906781,Great location with fast access to city centre,122726044,Moriah,Merchiston and Greenhill,55.93299822,-3.217673274,Private room,35,1,08/10/2018,0.72,2,0
17907751,"Full detached house, 20mins bus into Edinburgh",122738252,Sean,Gilmerton South and the Murrays,55.89710093,-3.144880405,Entire home/apt,90,5,28/08/2018,0.38,1,0
17912749,"Bright, Central, Traditional colony, 2 Bed Apart.",84147725,Claire,Dalry and Fountainbridge,55.94486377,-3.216280426,Entire home/apt,95,3,15/11/2018,5.8,2,241
17913708,Rothesay Residence | City Centre | 3 bed | Parking,63855917,Jason Redman,Deans Village,55.94994428,-3.218960759,Entire home/apt,102,3,23/09/2018,0.94,7,0
17915142,Lovely Abbeyhill Apartment-Sleeps 4,23998186,Chris,Meadowbank and Abbeyhill North,55.9587681,-3.169112407,Entire home/apt,65,2,06/11/2018,4.1,1,168
17916301,Charming house close to Beach,69193707,Summer & Liang,Siverknowes and Davidson's Mains,55.97050668,-3.270318667,Private room,32,1,30/09/2018,3.92,1,68
17917084,Spare Room Opposite the Royal Botanic Gardens,122825627,Dylan,"Inverleith, Goldenacre and Warriston",55.96538429,-3.204135849,Private room,46,3,04/01/2018,0.6,1,0
17921181,Lovely Canal Side Apartment Near City Centre,40225827,Andy,Bruntsfield,55.93866148,-3.214707879,Entire home/apt,72,3,26/09/2018,1.74,1,9
17922194,Single room in modern flat in Edinburgh,40312449,Duncan,"Gracemount, Southhouse and Burdiehouse",55.9048323,-3.156852797,Private room,50,1,01/01/2018,0.09,1,358
17930650,Victorian Apartment in stylish Marchmont area,9875226,Lucy,Marchmont East and Sciennes,55.93777385,-3.193228351,Entire home/apt,100,2,21/08/2018,1.46,3,36
17931781,"Comfy 1BD Flat in Portobello, Edinburgh near Beach",28673365,Kirsty,Joppa,55.9523088,-3.109505961,Entire home/apt,56,1,03/11/2018,5.83,1,201
17933386,Swanston Cinema Apartment,49547438,Chris,Fairmilehead,55.89776687,-3.205032104,Entire home/apt,113,2,08/10/2018,1.95,1,349
17934616,1 Bed Luxury Apartment In The Heart Of Old Leith,122996566,Wendy,The Shore and Constitution Street,55.97375062,-3.166619149,Entire home/apt,59,3,23/10/2018,3.86,1,0
17935256,Large double bedroom in traditional tenament.,11880999,Piotr,The Shore and Constitution Street,55.97538018,-3.171205531,Private room,29,1,01/01/2018,1.68,1,0
17935355,Charming Victorian Double Room,121534085,Naomi,Shandon,55.93287558,-3.230006749,Private room,41,2,26/05/2018,1.54,1,41
17935484,"Cosy rooms in Artist's Flat, popular Leith Walk",93599834,Keiko & Simon,South Leith,55.96548849,-3.175069154,Private room,70,2,19/08/2018,1.24,1,43
17937706,Tranquil Ensuite Double + Parking,37327309,Nickola & Daniel,"Inverleith, Goldenacre and Warriston",55.96842776,-3.227609319,Private room,35,2,12/08/2018,1.41,1,32
17939430,En-suite room with king sized bed in modern flat,26489745,Michael,Western Harbour and Leith Docks,55.97933268,-3.169193602,Private room,70,2,03/01/2018,0.28,1,0
17940606,Lovely Viewforth Apartment,123070202,Sheila,Bruntsfield,55.94015005,-3.214069849,Entire home/apt,80,1,11/11/2018,10.82,1,151
17941451,Perfect Festival Flat - Bright & Stylish,1750267,Mark,Meadowbank and Abbeyhill North,55.95734143,-3.160774157,Private room,60,1,,,1,28
17942178,2 double bedrooms in central Leith,122906232,Alison,South Leith,55.96869214,-3.168066882,Private room,70,2,17/09/2018,2.62,1,136
17942289,Spacious central Edinburgh apartment.,122460431,Lynne,Pilrig,55.96409804,-3.18048769,Entire home/apt,90,2,30/09/2018,0.61,4,324
17943465,Welcome to beautiful and unspoilt Scotland,119591859,Robert,"Bingham, Magdalene and The Christians",55.94341266,-3.107188198,Private room,35,1,27/08/2018,3.74,1,107
17950430,Central Private 4 Bedroom Unit upto 9 people,121818435,Kalpana,Tollcross,55.94076941,-3.210021901,Entire home/apt,160,1,04/06/2018,1.15,4,14
17951002,Perfect Flat in Central Edinburgh Sleeps 7,57742416,Adam,Gorgie East,55.94162221,-3.224808671,Entire home/apt,10,2,04/11/2018,1.22,5,291
17951919,Festival Flat - Perfect for Family Holidays,60782775,Nik,Bruntsfield,55.93684506,-3.208375896,Entire home/apt,300,3,,,9,0
17952958,Superb large house close to centre - free parking,123179049,Zee,Baberton and Juniper Green,55.90447515,-3.279845242,Entire home/apt,80,1,21/04/2017,0.05,1,0
17953040,Newington Apartment,91221617,James,Prestonfield,55.93450433,-3.165816529,Entire home/apt,180,5,23/08/2018,0.26,4,53
17955143,Richmond Place Apartments,122002299,Edinburgh First,"Canongate, Southside and Dumbiedykes",55.94628378,-3.183749421,Entire home/apt,109,3,29/09/2018,0.91,1,333
17957556,King Size Room Central Edinburgh,123233766,Laura,Comely Bank,55.95860275,-3.218355922,Private room,50,1,27/08/2018,0.97,2,78
17959031,BUNK BED WITH FREE PARKING,70889975,Tito,Liberton East,55.91214519,-3.145341835,Shared room,200,1,07/01/2018,1.61,7,328
17967893,Spacious City Centre 3 Bed Apartment,22914282,Ron,Hillside and Calton Hill,55.95891914,-3.183423137,Entire home/apt,90,2,11/11/2018,4.5,2,267
17970916,"Tranquil Botanical Apartment, Sleeps 2",14902678,Scott,Pilrig,55.9640274,-3.177558589,Entire home/apt,60,1,29/10/2018,2.08,1,72
17974844,"Simpson Loan, Quartermile, 2 Bedroom Apartment",78832151,Donna,Meadows and Southside,55.9443108,-3.191115704,Entire home/apt,115,3,17/10/2018,1.19,1,132
17974900,Single spacious room in best city centre location,81331280,Maggi,Dalry and Fountainbridge,55.9430457,-3.213728683,Private room,31,2,07/10/2018,4.34,2,139
17986760,"TRENDY Apt in Stockbridge, central & comfortable!",3008499,Rebecca,Stockbridge,55.95814427,-3.215464802,Entire home/apt,94,1,12/11/2018,5.52,16,305
17987838,Great flat just outside Edinburgh!,48172670,Andrew,"Dalmeny, Kirkliston and Newbridge",55.98325555,-3.381670297,Entire home/apt,80,1,02/11/2018,0.77,1,363
17987908,Explore Edinburgh from a Grand Georgian Home,4354376,Lorne,Stockbridge,55.95715208,-3.213725638,Entire home/apt,120,2,14/11/2018,4.42,1,130
